source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date	comment
en	Abnormal decrease of absolute number of monocytes in the blood, per microlitre, compared to a reference range for a given sex and age-group.	HP:0012312	IAO:0000115	ar	نقص غير طبيعي في العدد المطلق للخلايا الوحيدة في الدم لكل ميكروليتر، مقارنة بنطاق مرجعي لجنس وعمر محدد.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Heberden node	HP:0012313	rdfs:label	ar	عقدة هيبردن	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Bony swelling of the distal interphalangeal joint (DIP) associated with the formation of osteophytes (calcific spurs) of the articular (joint) cartilage that are visible radiographically.	HP:0012313	IAO:0000115	ar	تورم عظمي في المفصل البعيد بين السلاميات (DIP) مرتبط بتكوين نمو عظمي (نتوءات كلسية) في غضروف المفصل يمكن رؤيته بالأشعة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Bouchard node	HP:0012314	rdfs:label	ar	عقدة بوشار	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Bony swelling of the proximal interphalangeal joint (PIP) associated with the formation of osteophytes (calcific spurs) of the articular (joint) cartilage that are visible radiographically.	HP:0012314	IAO:0000115	ar	تورم عظمي في المفصل القريب بين السلاميات (PIP) مرتبط بتكوين نمو عظمي (نتوءات كلسية) في غضروف المفصل يمكن رؤيته بالأشعة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Histiocytoma	HP:0012315	rdfs:label	ar	ورم الخلايا النسيجية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A neoplasm containing histiocytes.	HP:0012315	IAO:0000115	ar	ورم يحتوي على خلايا نسيجية.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Paramesangial deposits	HP:0033233	rdfs:label	ar	ترسبات بجوار المسراق	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Mesangial immune deposit located adjacent to the paramesangial glomerular basement membrane.	HP:0033233	IAO:0000115	ar	ترسب مناعي مسراقي يقع بجوار الغشاء القاعدي الكبيبي المحيط بالمسراق.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Mesangial hyaline deposition	HP:0033234	rdfs:label	ar	ترسبات هيالين المسراق	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Extracellular mesangial accumulation of moderately electron-dense, generally homogenous, amorphous-appearing extracellular material.	HP:0033234	IAO:0000115	ar	تراكم خارج الخلية في المسراق لمواد متوسطة الكثافة الإلكترونية، عامة تظهر بمظهر متجانس وغير محدد الشكل الخارجي.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Difficulty descending stairs	HP:0033235	rdfs:label	ar	صعوبة النزول من السلالم	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Reduced ability to desscend stairs.	HP:0033235	IAO:0000115	ar	انخفاض القدرة على النزول من السلالم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Cognitive fatigue	HP:0033236	rdfs:label	ar	التعب العقلي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A failure to sustain attention that requires self-motivation to optimize performance.	HP:0033236	IAO:0000115	ar	فشل في الحفاظ على الانتباه الذي يتطلب تحفيز ذاتي لتحسين الأداء.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Visceral epithelial cell detachment	HP:0033237	rdfs:label	ar	انفصال الخلايا الطلائية الحشوية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Detachment of visceral epithelial cells (podocytes) from underlying glomerular basement membrane with intervening new loose basement membrane material (pale on Hematoxylin and eosin, periodic acid-Shiff, trichrome, or silver stain) forming a so-called 'halo'.	HP:0033237	IAO:0000115	ar	انفصال الخلايا الطلائية الحشوية (البودوسايت) عن الغشاء القاعدي الكبيبي التحتية مع تشكل مادة جديدة فضفاضة من الغشاء القاعدي (تظهر باهتة على صبغات هيماتوكسيلين وإيوزين، شيف الحمض الدوري، تريكروم، أو صبغة فضية) مكونة ما يسمى 'هالة'.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Podocyte microvillous transformation	HP:0033238	rdfs:label	ar	تحول الأهداب الدقيقة للبودوسايت	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Cytoplasmic projections into the urinary space from the luminal side of the podocyte.	HP:0033238	IAO:0000115	ar	مشروعات السيتوبلازمية التي تمتد في المساحة البولية من الجانب المضيء للبودوسايت.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Visceral epithelial cell capping	HP:0033239	rdfs:label	ar	تغطي الخلايا الطلائية الحشوية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Layer of hypertrophied visceral epithelial cells overlying a sclerosed segment of the tuft of the glomerulus.	HP:0033239	IAO:0000115	ar	طبقة من الخلايا الطلائية الحشوية المتضخمة تغطي جزءًا متصلبًا من اللشيمة في الكبيبة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Elevated RV/TLC ratio	HP:0033240	rdfs:label	ar	ارتفاع نسبة RV/TLC	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An increase in the ratio of residual volume (RV) to total lung capacity (TLC) on pulmonary function testing. RV is the amount of air remaining aftermaximal expiration and TLC is the total amount of air in theungs at full inspiration. These volumes cannot be determined by spirometry, but can be measured by inert gas dilution, nitrogen washout, and (3) body plethysmography. An elevated RV/TLC can be interpreted as a sign of air trapping and hyperinflation.	HP:0033240	IAO:0000115	ar	زيادة في نسبة الحجم المتبقي (RV) إلى السعة الكلية للرئة (TLC) في اختبارات وظيفة الرئة. RV هو مقدار الهواء المتبقي بعد الزفير الأقصى وTLC هو الكمية الإجمالية من الهواء في الرئتين عند الشهيق الكامل. لا يمكن تحديد هذه الأحجام بواسطة قياس التنفس، لكن يمكن قياسها بواسطة تخفيف الغاز الخامل، غسل النيتروجين، و(3) قياس الانغلاق بالجسم. يمكن تفسير ارتفاع نسبة RV/TLC كعلامة على الاحتباس الهوائي والانتفاخ.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Polyalveolar lobe	HP:0033241	rdfs:label	ar	تعدد الأسناخ الرئوية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An elevation of the total count of alveoli as determined by microscopic point-counting of randomly taken lung sections, not secondary to abnormalities in number, size and structure of the airways. In polyaveolar lobe, the number of alveoli is generally increased three to fivefold.	HP:0033241	IAO:0000115	ar	زيادة في العدد الكلي للأسناخ كما يحددها العد النقطي المجهري لأقسام الرئة المأخوذة عشوائياً، وليس ناتجاً عن تشوهات في العدد والحجم والتركيب لمجاري الهواء. في الفص الرئوي المتعدد الأسناخ، يزداد عدد الأسناخ عادة من ثلاثة إلى خمسة أضعاف.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Fibrous tissue neoplasm	HP:0012316	rdfs:label	ar	ورم نسيج ليفي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Any neoplasm composed of fibrous tissue.	HP:0012316	IAO:0000115	ar	أي ورم يتكون من نسيج ليفي.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Sacroiliac arthritis	HP:0012317	rdfs:label	ar	التهاب المفصل العجزي الحرقفي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Inflammation of the sacroiliac joint, generally accompanied by lower back pain.	HP:0012317	IAO:0000115	ar	التهاب في المفصل العجزي الحرقفي، ويصاحبه عمومًا ألم في أسفل الظهر.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Occipital neuralgia	HP:0012318	rdfs:label	ar	ألم عصبي قذالي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A distinct type of headache characterized by piercing, throbbing, or electric-shock-like chronic pain in the upper neck, back of the head, and behind the ears, usually on one side.	HP:0012318	IAO:0000115	ar	نوع مميز من الصداع يتميز بألم مزمن حاد أو نابض أو يشبه الصدمة الكهربائية في أعلى العنق، الجزء الخلفي من الرأس، وخلف الأذنين، وعادةً ما يكون في جهة واحدة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Absent pigmentation of the abdomen	HP:0012319	rdfs:label	ar	غياب التصبغ في البطن	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Lack of skin pigmentation (coloring) of the abdomen.	HP:0012319	IAO:0000115	ar	انعدام تصبغ الجلد (التلوين) في منطقة البطن.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Absent pigmentation of the limbs	HP:0012320	rdfs:label	ar	غياب التصبغ في الأطراف	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Lack of skin pigmentation (coloring) of the arms and legs.	HP:0012320	IAO:0000115	ar	انعدام تصبغ الجلد (التلوين) في الذراعين والساقين.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Perifolliculitis	HP:0012322	rdfs:label	ar	التهاب حول الجريبات	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Inflammation surrounding hair follicles.	HP:0012322	IAO:0000115	ar	التهاب يحيط ببصيلات الشعر.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Sleep myoclonus	HP:0012323	rdfs:label	ar	رمع عضلي أثناء النوم	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Myoclonus that occurs during the initial phases of sleep.	HP:0012323	IAO:0000115	ar	رمع عضلي يحدث خلال المراحل الأولية من النوم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Myeloid leukemia	HP:0012324	rdfs:label	ar	ابيضاض الدم النقوي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A leukemia that originates from a myeloid cell, that is the blood forming cells of the bone marrow.	HP:0012324	IAO:0000115	ar	ابيضاض الدم الذي ينشأ من خلية نقوية، وهي خلايا تكوين الدم في نخاع العظم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Chronic myelomonocytic leukemia	HP:0012325	rdfs:label	ar	ابيضاض الدم النقوي وحيد النوى المزمن	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A myelodysplastic/myeloproliferative neoplasm which is characterized by persistent monocytosis, absence of a Philadelphia chromosome and BCR/ABL fusion gene, fewer than 20 percent blasts in the bone marrow and blood, myelodysplasia, and absence of PDGFRA or PDGFRB rearrangement.	HP:0012325	IAO:0000115	ar	ورم نقوي/نقوي تكاثري يتميز بزيادة مستمرة في كريات الدم الأحادية، وعدم وجود كروموسوم فيلادلفيا وجين الاندماج BCR/ABL، أقل من 20٪ من الأرومات في نخاع العظم والدم، خلل التنسج النقوي، وعدم وجود إعادة ترتيب في PDGFRA أو PDGFRB.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Horseshoe lung	HP:0033242	rdfs:label	ar	رئة الحذوة	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A horseshoe lung is an uncommon congenital abnormality caused by the partial fusion of the bases of both lungs behind the pericardial sac.	HP:0033242	IAO:0000115	ar	الرئة الحذوية هي تشوه خلقي نادر ناتج عن الاندماج الجزئي لأسس الرئتين خلف الكيس التاموري.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Pulmonary necrosis	HP:0033243	rdfs:label	ar	نخر رئوي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Cellular death affecting one or more parts of the lung. Necrosis is caused by diverse external and internal factors which result in the unregulated digestion of cell components.	HP:0033243	IAO:0000115	ar	موت الخلايا الذي يؤثر على جزء أو أكثر من الرئة. يحدث النخر بسبب عوامل خارجية وداخلية متعددة تؤدي إلى هضم غير منظم لمكونات الخلايا.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Glycogen accumulation in pulmonary interstitial cells	HP:0033244	rdfs:label	ar	تراكم الجليكوجين في الخلايا الرئوية الخلالية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Accumulation of immature interstitial cells containing abundant cytoplasmic glycogen defined by periodic acid-Schiff (PAS) positive cells.	HP:0033244	IAO:0000115	ar	تراكم الخلايا الخلالية غير الناضجة التي تحتوي على جليكوجين سيتوبلازمي وفير، يُعرف من خلال خلايا موجبة لحمض الدوريك الدوري شيف (PAS).	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Type II pneumocyte hypertrophy	HP:0033246	rdfs:label	ar	تضخم نوع II من خلايا الرئة الحويصلية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increase in size of type II pneumocytes, characterized by qualitative morphologic alterations, including cuboidal shapes, increased nucleocytoplasmic ratio, enlarged nuclei, prominent nucleoli, and various alterations in their nuclear chromatin.	HP:0033246	IAO:0000115	ar	زيادة في حجم خلايا النوع II الرئوية، تتميز بتغيرات شكلية نوعية، بما في ذلك الأشكال المكعبة، وزيادة نسبة النوى إلى السيتوبلازم، وتضخم النوى، وبروز النوويات، وتغييرات مختلفة في كروماتين النواة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Pulmonary amyloidosis	HP:0033247	rdfs:label	ar	الداء النشواني الرئوي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Extracellular deposition in lung tissue of a proteinaceous material that, when stained with Congo red, demonstrates apple-green birefringence under polarized light and that has a distinct color when stained with sulfated Alcian blue. Viewed with electron microscopy, the amyloid deposits are seen to be composed of a beta-sheet fibrillar material. These nonbranching fibrils have a diameter of 7.5 to 10 nm and are the result of protein misfolding.	HP:0033247	IAO:0000115	ar	ترسيب خارج الخلية في نسيج الرئة لمادة بروتينية، عند صبغها بالكونغو الأحمر تظهر بريقًا أخضر تفاحي تحت الضوء المستقطب، وتظهر بلون مميز عند صبغها بالصبغة الزرقاء الكبريتية. عند مشاهدتها بالمجهر الإلكتروني، تُرى الترسبات النشوانية مكونة من مادة ليفية على شكل صفيحة بيتا. هذه الألياف غير المتفرعة لها قطر من 7.5 إلى 10 نانومتر وتنتج عن سوء تشكيل البروتين.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Multiple pulmonary interstitial hyalinized nodules	HP:0033248	rdfs:label	ar	عقيدات هيالينية متعددة في النسيج الخلالي الرئوي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Fibrosing nodules, consisting of either unilateral or bilateral central whorled deposits of lamellar collagen hyalin.	HP:0033248	IAO:0000115	ar	عقيدات ليفية تتكون إما من رواسب مركزية أحادية الجانب أو ثنائية الجوانب من الكولاجين الهياليني في شكل دوامات.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Focal substantia nigra T2 hyperintensity	HP:0033249	rdfs:label	ar	ازدياد شدة الإشارة في المادة السوداء بالتقنية T2	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Hyperintense lesion in the substantia nigra on magnetic resonance T2 imaging.	HP:0033249	IAO:0000115	ar	آفة ذات إشارة فوق العادة في المادة السوداء على تصوير الرنين المغناطيسي بتقنية T2.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Nailfold capillary tortuosity	HP:0033250	rdfs:label	ar	التفاف الشعيرات الدموية في طية الأظافر	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An increased number of turns of the blood vessels of the nailfold with a charactereistic winded or twisted appearance of the blood vessels.	HP:0033250	IAO:0000115	ar	زيادة في عدد الانعطافات في الأوعية الدموية لطية الأظافر مع مظهر ملتوي أو ملفوف للأوعية الدموية.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Elevated residual volume	HP:0033251	rdfs:label	ar	ارتفاع الحجم المتبقي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increase in the amount of air remaining in a person's lungs after full exhalation.	HP:0033251	IAO:0000115	ar	زيادة في كمية الهواء المتبقية في رئتي الشخص بعد الزفير الكامل.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Palmar hyperlinearity	HP:0033252	rdfs:label	ar	فرط تخطيط راحة اليد	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Exaggerated skin markings (dermatoglyphics) on the palms of the hand.	HP:0033252	IAO:0000115	ar	علامات جلدية مبالغ فيها (الأخاديد الجلدية) على راحة اليد.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Reduced circulating interferon gamma concentration	HP:0033253	rdfs:label	ar	انخفاض تركيز الإنترفيرون غاما في الدم	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A reduction in the concentration of interferon gamma measured in the blood circulation.	HP:0033253	IAO:0000115	ar	انخفاض في تركيز الإنترفيرون غاما المقاس في دوران الدم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Anorectal stricture	HP:0033254	rdfs:label	ar	تضييق الشرج والمستقيم	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Narrowing of the anorectum associated with inflammation or scar tissue.	HP:0033254	IAO:0000115	ar	تضييق في منطقة الشرج والمستقيم مرتبط بالتهاب أو نسيج ندبي.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Congenital lobar overinflation	HP:0033255	rdfs:label	ar	التضخم الفصي الخلقي للرئة	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A congenital malformation characterized by an overdistended segment of lung, affecting an party of a lobe or the entire one. It results in progressive overinflation of one or more lobes.	HP:0033255	IAO:0000115	ar	تشوه خلقي يتميز بوجود جزء من الرئة في حالة تمدد مفرط، مما يؤثر على جزء أو فص بأكمله وينتج عنه تمدد متزايد في فص واحد أو أكثر.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Pancolitis	HP:0033256	rdfs:label	ar	التهاب القولون الشامل	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Inflammation of the entire colon.	HP:0033256	IAO:0000115	ar	التهاب في كامل القولون.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Delayed ability to walk with support	HP:0033257	rdfs:label	ar	تأخر القدرة على المشي بالدعم	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A failure to achieve the ability to walk with support (cruise) at an appropriate developmental stage.	HP:0033257	IAO:0000115	ar	الفشل في الوصول إلى القدرة على المشي بالدعم (التجول بالتمسك) في مرحلة تطورية مناسبة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Sudden unexpected death in epilepsy	HP:0033258	rdfs:label	ar	الموت المفاجئ غير المتوقع في الصرع	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Sudden unexpected death in epilepsy (SUDEP) is a sudden, unexpected, witnessed or unwitnessed, non-traumatic and non-drowning death, occurring in benign circumstances, in an individual with epilepsy, with or without evidence for a seizure and excluding documented status epilepticus, in which postmortem examination has not revealed a cause of death.	HP:0033258	IAO:0000115	ar	الموت المفاجئ غير المتوقع في الصرع (SUDEP) هو موت مفاجئ وغير متوقع، شهودًا أو غير شهود، غير صادم وغير غرق، يحدث في ظروف حميدة، لدى شخص مصاب بالصرع، مع أو بدون دليل على نوبة واستثناء حالة الصرع المستمرة الموثقة، ولم يكشف التشريح عن سبب الوفاة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Non-motor seizure	HP:0033259	rdfs:label	ar	النوبة غير الحركية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A seizure with clinical manifestation but without motor signs (other than possible behavior arrest) as its initial clinical manifestation. The electrographic onset may be generalized, focal, or unknown.	HP:0033259	IAO:0000115	ar	نوبة مع ظهور سريري ولكن بدون علامات حركية كعلامة ابتدائية سريرية. قد يكون بدء النوبة الكهربية عامًا أو بؤريًا أو غير معروف.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Celiac artery compression	HP:0012327	rdfs:label	ar	ضغط الشريان البطني	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Compression of the celiac artery.	HP:0012327	IAO:0000115	ar	هو ضغط على الشريان البطني.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Cementoma	HP:0012328	rdfs:label	ar	السمنتوما	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An odontogenic tumor of the cementum of tooth.	HP:0012328	IAO:0000115	ar	ورم سني المنشأ في مادة الاسمنت الخاصة بالسن.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Tufted angioma	HP:0012329	rdfs:label	ar	ورم وعائي متجمع	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A vascular tumor of the skin and subcutaneous tissues and characterized by slow angiomatous proliferation.	HP:0012329	IAO:0000115	ar	ورم وعائي يصيب الجلد والأنسجة تحت الجلد يتميز بنمو وعائي بطيء.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Amniotic constriction rings of legs	HP:0010495	rdfs:label	ar	حلقات انقباضية للأرجل	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Amniotic constriction rings affecting the legs.	HP:0010495	IAO:0000115	ar	حلقات انقباضية للأرجل ناتجة عن الغشاء الأمنيوسي.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Hypertrophy of the lower limb	HP:0010496	rdfs:label	ar	تضخم الأطراف السفلية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormal increase in size of the lower limbs (due to an increase of the size of cells).	HP:0010496	IAO:0000115	ar	زيادة غير طبيعية في حجم الأطراف السفلية ناتجة عن زيادة حجم الخلايا.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Sirenomelia	HP:0010497	rdfs:label	ar	سيرينوميليا	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A developmental defect in which the legs are fused together.	HP:0010497	IAO:0000115	ar	عيب تطوري تكون فيه الساقان ملتحمتان.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Bipartite patella	HP:0010498	rdfs:label	ar	رضفة ثنائية الجزئين	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A developmental defect that occurs if the two halves of the patella fail to fuse in early childhood.	HP:0010498	IAO:0000115	ar	عيب تطوري يحدث إذا فشلت نصفي الرضفة في الالتحام في الطفولة المبكرة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Patellar subluxation	HP:0010499	rdfs:label	ar	خلع رضفة جزئي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
